vehicle_id,depart_time,arrival_time,duration,waiting_time,route_length,time_loss
654,981.0,1306.0,325.0,88.0,3117.14,142.07
448,672.0,1308.0,636.0,98.0,4167.67,179.79
460,690.0,1308.0,618.0,335.0,2490.76,444.5
415,623.0,1316.0,693.0,346.0,4165.75,431.45
705,1058.0,1317.0,259.0,139.0,1286.69,167.89
648,972.0,1318.0,346.0,103.0,1928.18,166.13
481,722.0,1319.0,597.0,267.0,3298.1,320.1
316,474.0,1323.0,849.0,602.0,3002.95,668.26
409,614.0,1323.0,709.0,500.0,2200.97,558.15
756,1134.0,1324.0,190.0,4.0,1897.33,22.87
328,492.0,1325.0,833.0,513.0,4526.37,595.83
595,893.0,1327.0,434.0,354.0,623.72,399.52
534,801.0,1328.0,527.0,317.0,2022.6,360.8
78,117.0,1331.0,1214.0,874.0,4013.03,951.57
51,77.0,1335.0,1258.0,930.0,2745.85,1041.83
845,1268.0,1342.0,74.0,0.0,828.23,16.0
455,683.0,1344.0,661.0,434.0,1875.95,486.44
711,1067.0,1344.0,277.0,141.0,1634.53,176.93
548,822.0,1350.0,528.0,320.0,1997.86,372.36
462,693.0,1352.0,659.0,321.0,3876.39,419.87
459,689.0,1354.0,665.0,252.0,4105.24,335.22
732,1098.0,1355.0,257.0,0.0,2474.91,24.72
249,374.0,1360.0,986.0,707.0,2541.23,811.78
224,336.0,1363.0,1027.0,678.0,3394.9,793.66
414,621.0,1363.0,742.0,392.0,3025.73,509.22
600,900.0,1364.0,464.0,207.0,2727.29,288.59
783,1175.0,1368.0,193.0,0.0,1718.95,18.47
690,1035.0,1369.0,334.0,73.0,2474.42,121.61
741,1112.0,1370.0,258.0,65.0,2561.22,106.24
157,236.0,1372.0,1136.0,592.0,5699.78,728.48
432,648.0,1372.0,724.0,345.0,4289.83,457.54
400,600.0,1373.0,773.0,430.0,4187.23,523.32
614,921.0,1373.0,452.0,308.0,1163.77,345.62
761,1142.0,1374.0,232.0,0.0,2284.64,25.53
594,891.0,1377.0,486.0,357.0,1555.85,385.33
352,528.0,1380.0,852.0,453.0,4436.12,545.55
374,561.0,1380.0,819.0,437.0,3429.53,482.46
687,1031.0,1380.0,349.0,97.0,2239.69,195.45
228,342.0,1381.0,1039.0,851.0,1974.47,924.95
696,1044.0,1381.0,337.0,301.0,387.12,308.5
309,464.0,1388.0,924.0,671.0,2328.24,726.63
394,591.0,1391.0,800.0,544.0,3399.91,649.09
257,386.0,1392.0,1006.0,728.0,3262.59,847.64
649,974.0,1394.0,420.0,211.0,1440.51,240.71
653,980.0,1397.0,417.0,182.0,1710.07,224.95
852,1278.0,1397.0,119.0,16.0,885.82,36.35
815,1223.0,1398.0,175.0,0.0,1977.76,29.91
575,863.0,1399.0,536.0,388.0,1839.96,419.79
737,1106.0,1400.0,294.0,90.0,1987.41,145.59
505,758.0,1401.0,643.0,226.0,4020.87,359.98
475,713.0,1402.0,689.0,347.0,2964.64,400.35
710,1065.0,1405.0,340.0,187.0,1336.39,226.24
430,645.0,1406.0,761.0,534.0,2842.43,608.46
855,1283.0,1408.0,125.0,0.0,1274.64,12.72
656,984.0,1411.0,427.0,181.0,2843.62,227.27
764,1146.0,1415.0,269.0,0.0,2558.41,29.26
493,740.0,1416.0,676.0,481.0,2184.34,535.61
511,768.0,1418.0,650.0,264.0,3589.58,367.93
515,773.0,1418.0,645.0,258.0,3501.21,320.45
820,1230.0,1420.0,190.0,2.0,1619.08,23.94
907,1361.0,1424.0,63.0,0.0,549.31,8.83
483,725.0,1425.0,700.0,178.0,5558.09,269.41
691,1037.0,1425.0,388.0,239.0,1498.8,290.25
738,1107.0,1426.0,319.0,17.0,3101.91,64.85
777,1166.0,1432.0,266.0,99.0,1308.11,138.86
596,894.0,1442.0,548.0,386.0,1553.65,419.54
786,1179.0,1447.0,268.0,77.0,1990.66,123.06
632,948.0,1448.0,500.0,261.0,2254.49,361.7
688,1032.0,1454.0,422.0,264.0,1256.82,311.48
673,1010.0,1457.0,447.0,0.0,4431.45,43.72
916,1374.0,1458.0,84.0,13.0,652.04,26.01
665,998.0,1461.0,463.0,129.0,3561.86,195.25
495,743.0,1464.0,721.0,541.0,1676.58,595.37
620,930.0,1465.0,535.0,239.0,2805.98,339.9
745,1118.0,1466.0,348.0,190.0,1283.1,252.15
597,896.0,1467.0,571.0,186.0,3534.41,256.32
646,969.0,1467.0,498.0,169.0,3030.87,229.04
816,1224.0,1468.0,244.0,113.0,1421.37,143.88
639,959.0,1471.0,512.0,230.0,2736.38,309.96
860,1290.0,1471.0,181.0,0.0,1340.56,18.0
347,521.0,1473.0,952.0,639.0,2404.83,767.35
724,1086.0,1474.0,388.0,236.0,1873.46,292.16
440,660.0,1475.0,815.0,533.0,2430.64,602.93
840,1260.0,1475.0,215.0,140.0,583.07,161.86
707,1061.0,1482.0,421.0,285.0,983.14,345.41
880,1320.0,1482.0,162.0,0.0,1713.62,19.96
618,927.0,1483.0,556.0,353.0,2112.18,411.65
658,987.0,1483.0,496.0,233.0,2090.43,298.04
